Title,Authors,DOI,DOI link,Venue,Citation count,Year,Adult Population,"Reasoning for ""Adult Population""",Population Type,"Reasoning for ""Population Type""",Medication Type,"Reasoning for ""Medication Type""",Control Group,"Reasoning for ""Control Group""",Outcome Reporting,"Reasoning for ""Outcome Reporting""",Study Design,"Reasoning for ""Study Design""",Intervention Documentation,"Reasoning for ""Intervention Documentation""",Subject size,"Reasoning for ""Subject size""",Screening judgement,"Reasoning for ""Screening judgement""",Screening score
Medication‐related osteonecrosis of the jaw and successful implant treatment in a patient on high‐dose antiresorptive medication: A case report,"C. Ottesen, S. W. M. Andersen, S. S. Jensen, T. Kofod, K. Gotfredsen",10.1002/cre2.620,https://doi.org/10.1002/cre2.620,Clinical and Experimental Dental Research,7,2022,maybe,"While likely an adult patient, age is not explicitly stated, so it cannot be confirmed if the patient meets the age criteria.",no,"The abstract explicitly mentions ""patient with cancer"", which is an exclusion criterion.",no,"The abstract mentions ""high-dose antiresorptive medication (HDAR)"" but does not specifically mention Denosumab/Prolia, so it cannot be confirmed if Denosumab is the specific medication studied.",no,"No mention of a control group, and case reports typically do not include control groups.",maybe,"While MRONJ is discussed, the abstract doesn't clearly indicate diagnostic criteria, so it only partially meets this criterion.",no,"This is explicitly stated as a case report, which does not meet the required study design criteria of a randomized controlled trial, prospective/retrospective cohort study, or case-control study.",maybe,"The abstract mentions dental implant treatment, but the follow-up period is not specified, so it only partially meets this criterion.",no,"This is a case report, which by definition involves a single patient, so it does not meet the minimum requirement of 100 patients.",Exclude,"This case report fails multiple critical screening criteria, including insufficient sample size, inappropriate study design, and inclusion of a cancer patient. The abstract does not meet the required specifications for medication type, population characteristics, and study methodology, rendering it unsuitable for the systematic review.",0.1
Dental management in Oncology patient: osteonecrosis related osteonecrosis of the Jaw (MRONJ),P. Noemi,10.31579/2690-4861/058,https://doi.org/10.31579/2690-4861/058,-,0,2020,maybe,The abstract does not specify the age range of patients discussed.,no,"The abstract specifically focuses on ""oncological patients,"" which violates this criterion as we are looking for cancer-free populations.",no,"The abstract discusses antiresorptive drugs broadly but does not specifically mention Denosumab (Prolia). It mentions both bisphosphonates (BPs) and denosumab (DS) generally, but not in the context of a specific study.",no,No control group is mentioned in the abstract.,no,"While MRONJ is discussed, the abstract does not report specific incidence rates or diagnostic criteria from a study.",no,This appears to be a review or commentary paper discussing treatment approaches and recommendations rather than a primary research study with a specific design.,no,"While dental procedures are mentioned generally, the abstract does not document specific procedures or follow-up periods in a study context.",maybe,The abstract does not mention any specific number of patients or study population size.,Exclude,"The abstract fails to meet multiple critical screening criteria, including specific medication type, study design, control group, and population requirements. Focused on oncological patients and presenting a review-style discussion rather than a primary research study, the text does not align with the systematic review's methodological standards. Consequently, the document would be excluded from further consideration based on the predefined screening criteria.",0.1
Incidence and Risk of Anti-Resorptive Agent-Related Osteonecrosis of the Jaw after Tooth Extraction: A Retrospective Study,"R. Shimizu, S. Sukegawa, Yuka Sukegawa, K. Hasegawa, S. Ono, Tomoya Nakamura, Ai Fujimura, Ayaka Fujisawa, K. Nakano, Kiyofumi Takabatake, Hotaka Kawai, H. Nagatsuka, Y. Furuki",10.3390/healthcare10071332,https://doi.org/10.3390/healthcare10071332,Healthcare,1,2022,no,"While the study involves patients with bone conditions, it's not explicitly stated that all patients are adults or have diagnosed osteoporosis. The population appears mixed, including patients with multiple myeloma and bone metastases.",no,"The abstract explicitly mentions that the study includes patients with bone metastases and multiple myeloma, which violates this criterion.",maybe,"The study includes denosumab but also bisphosphonates, and it's not specified if denosumab is administered orally. The abstract doesn't distinguish between the types of BMA, making it unclear if oral denosumab (Prolia) is specifically studied.",no,The abstract doesn't mention a control group of patients not taking anti-resorptive medications. All patients were undergoing BMA therapy.,maybe,"The study reports ARONJ incidence (3.2%) following tooth extraction, but the diagnostic criteria aren't explicitly stated in the abstract.",yes,"The study is described as a retrospective analysis, which fits within the acceptable study designs.",maybe,"The study documents tooth extraction procedures and includes a follow-up period (March 2014 to January 2022), though the specific follow-up duration for individual patients isn't specified.",yes,"The study includes 302 patients with 505 target sites, clearly exceeding the 100-patient requirement.",Include,"The study involves bone-modifying agents across multiple patient populations, including cancer patients, which deviates from the specified screening criteria. Critical limitations include the absence of a control group, mixed patient population, and lack of clarity around specific medication administration and diagnostic criteria. These factors significantly compromise the study's alignment with the predefined screening requirements.",2.7
Oral Health Management of Patients at Risk of Medication-related Osteonecrosis of the Jaw Dental Clinical Guidance,Michele West,-,-,-,3,2017,maybe,"The abstract does not specify the age groups of the population, and the population characteristics are not defined.",maybe,"The abstract does not mention the cancer or bone metastases status of the population, and the population characteristics are not defined.",no,"The abstract does not specifically mention Denosumab (Prolia) for osteoporosis treatment, and instead appears to be a general guidance document about multiple medications.",no,"There is no mention of any control groups, as this is not a clinical study.",no,"While MRONJ is discussed, this is not a study reporting incidence, and no specific diagnostic criteria or outcomes are reported.",no,"This is not a clinical study at all, but rather a guidance document for dental practitioners, and does not fit any of the required study designs.",no,"While dental procedures are mentioned generally, this is not a study documenting specific procedures, and no follow-up period is specified.",no,"The abstract does not mention any specific subject size or patient numbers, and indicates that this is a guidance document rather than a clinical study.",Exclude,"This guidance document fails to meet multiple critical screening criteria, including specific medication type, subject size, study design, and intervention documentation. The abstract describes a clinical guidance document for dental practitioners rather than a research study, rendering it ineligible for systematic review based on the predefined screening requirements.",0.1
THE ROLE OF CONSERVATIVE MANAGEMENT IN PATIENTS WITH MEDICATION-RELATED OSTEONECROSIS OF JAW: A MEMORIAL SLOAN KETTERING CANCER CENTER EXPERIENCE,"A. Pischek, Annu Singh, D. Shem, J. Randazzo, S. Yom, J. Huryn, C. Estilo",10.1016/j.oooo.2021.08.051,https://doi.org/10.1016/j.oooo.2021.08.051,"Oral surgery, oral medicine, oral pathology and oral radiology",0,2022,maybe,"While the study likely includes adults, it doesn't explicitly state that all patients are ≥18 years. However, given the cancer context, it's very likely these are adult patients.",no,"The study specifically focuses on oncologic patients with bone metastasis or multiple myeloma, which directly contradicts the criterion requiring a population free from cancer and bone metastases.",maybe,"The study includes denosumab (Prolia) but also other medications (pamidronate and zoledronic acid). While denosumab is included, it's not exclusively focused on it, so the study only partially meets this criterion.",no,"The abstract does not mention a control group of patients not taking anti-resorptive medications, which is a significant failure to meet this criterion.",maybe,"The study reports MRONJ incidence and includes diagnostic criteria, though these aren't explicitly detailed in the abstract. This partially meets the criterion.",yes,"This is a retrospective cohort study, which meets the criterion for study design.",maybe,"The abstract mentions ""conservative management"" but doesn't specifically document dental procedures. It does mention a follow-up period (median 27.5 months), but the dental procedures aren't clearly specified.",yes,"The study includes 110 patients, which clearly meets the criterion of more than 100 patients.",Exclude,"The study involves oncologic patients with bone metastases, which fundamentally disqualifies it from meeting the screening criteria focused on osteoporosis treatment. Critical exclusion factors include the presence of cancer patients, lack of a control group, and a study population that does not match the specified requirements for osteoporosis research. Multiple screening criteria were not met, rendering the study ineligible for inclusion.",1.4
Medication-Related Osteonecrosis of the Jaw with Spontaneous Hemimaxilla Exfoliation: Report of a Case in Metastatic Renal Cancer Patient under Multidrug Therapy,"F. Bennardo, C. Buffone, Danila Muraca, Alessandro Antonelli, A. Giudice",10.1155/2020/8093293,https://doi.org/10.1155/2020/8093293,Case Reports in Medicine,12,2020,maybe,"The patient is 61 years old, meeting the adult criterion, but there's no mention of osteoporosis diagnosis.",no,"The patient has metastatic renal cancer, which explicitly violates the criterion requiring a population free from cancer and bone metastases.",no,"The study mentions denosumab, but it is not the primary focus and is administered alongside multiple other medications. This does not meet the criterion of examining oral denosumab (Prolia) specifically for osteoporosis treatment.",no,There is no control group mentioned in this case report.,no,"While MRONJ is reported with some diagnostic criteria, it's not in the context of a systematic study following dental procedures. The MRONJ occurred in the context of peri-implantitis.",no,"This is a case report, which does not fall into any of the accepted study designs (RCT, cohort, or case-control study).",no,"While dental procedures (implant placement) are mentioned, this is a retrospective case report rather than a prospective study with specified follow-up periods.",no,"This is a single case report of one patient, which clearly fails to meet the minimum requirement of 100 patients.",Exclude,"This single-patient case report fails to meet multiple critical screening criteria, including insufficient sample size, inappropriate study design, and a patient population with metastatic cancer. The study does not focus on denosumab for osteoporosis treatment and lacks a control group, rendering it unsuitable for systematic review inclusion. Multiple methodological limitations disqualify the paper from meeting the predefined screening requirements.",0.1
Comparison of Different Antibiotic Regimes for Preventive Tooth Extractions in Patients with Antiresorptive Intake—A Retrospective Cohort Study,"O. Ristow, T. Rückschloss, Gregor Schnug, J. Moratin, Moritz Bleymehl, Sven Zittel, Maximilian Pilz, C. Sekundo, C. Mertens, M. Engel, Jürgen Hoffmann, Maximilian Smielowski",10.3390/antibiotics12060997,https://doi.org/10.3390/antibiotics12060997,Antibiotics,4,2023,maybe,The abstract does not specify the age range of patients or confirm osteoporosis diagnosis.,maybe,The abstract does not mention whether patients had cancer or bone metastases.,maybe,"The abstract mentions ""antiresorptive therapy"" but does not specifically mention Denosumab (Prolia), which is a significant uncertainty that could exclude the paper from the review.",no,"The study compares different antibiotic regimens in patients all receiving antiresorptive therapy, and there is no control group not taking anti-resorptive medications.",yes,The study clearly reports MRONJ incidence with a defined endpoint at 12 weeks after surgery.,yes,"The study is a retrospective analysis, which falls under the acceptable study designs.",yes,The study documents tooth extractions with a specified follow-up period (12 weeks).,yes,"The study includes 760 patients, which is well above the 100-patient threshold.",Include,"The study involves a large patient cohort examining antibiotic regimens during antiresorptive therapy, but lacks a control group and clear specification of Denosumab use. Significant uncertainties exist regarding patient population characteristics, including age range and potential cancer status, which create challenges for meeting comprehensive screening criteria. The research provides detailed outcome reporting on medication-related osteonecrosis of the jaw, but falls short of fully satisfying all predefined screening requirements.",2.7
MRONJ ASSOCIATED WITH DENTAL INFECTION AND SECONDARY INVOLVEMENT OF THE NEARBY IMPLANT: A CASE REPORT,"Stefania Nespoli, E. Audino, S. Negrini, Francesco Daleffe, M. Mensi, L. Visconti, A. Castellani, S. Salgarello",10.32388/U22PV1.3,https://doi.org/10.32388/U22PV1.3,Qeios,0,2021,maybe,The abstract doesn't specify the age of the patient or confirm osteoporosis diagnosis.,no,"The abstract mentions both skeletal and oncological diseases, suggesting the study population may include cancer patients, which violates this criterion.",no,"The abstract mentions Denosumab but primarily focuses on bisphosphonates, and it is not specifically studying oral Denosumab (Prolia) for osteoporosis treatment.",no,"As a case report, there is no control group mentioned.",maybe,"While the abstract mentions MRONJ and provides some diagnostic criteria (exposed bone persisting >8 weeks), it's in the context of a single case rather than a systematic study.",no,"This is a case report, which does not meet the required study designs (RCT, cohort, or case-control).",maybe,The abstract mentions dental procedures (tooth extraction and implant involvement) but doesn't specify a follow-up period.,no,"This is a case report, which by definition involves a single patient or very few patients, clearly failing the >100 patient requirement.",Exclude,"This case report fails multiple screening criteria, including insufficient sample size, inappropriate study design, and lack of a control group. The abstract does not meet the required specifications for a comprehensive study on Denosumab and MRONJ, with significant limitations in population characteristics and intervention documentation.",0.1
[ALGORITHM FOR TREATMENT PATIENTS WITH MEDICAL OSTEONEKROSIS OF JAWS BY CORRECTING ORAL MICROBIOTAL DISORDERS].,"T. Ivanyushko, K. Polyakov, L. Arazashvili, A. Simonova",-,-,Georgian medical news,0,2021,yes,"The study population includes patients aged 55-76 years, meeting the criterion for an adult population.",no,"The patients had cancer and tumor metastases, which is explicitly excluded from the population type specified in the screening criteria.",no,"The study examines Zometa (zoledronic acid), not Denosumab (Prolia), which is the medication specified in the screening criteria.",no,"The study includes 10 healthy individuals as controls, but these are not patients not taking anti-resorptive medications, as required by the criterion.",yes,"The study reports MRONJ incidence and includes diagnostic criteria, meeting this criterion.",yes,"The study appears to be a case-control study, which meets the criterion for study design.",maybe,"The study mentions surgical treatment and a 6-month follow-up, but does not specify the dental procedures as required by the criterion.",no,"The study includes only 22 patients with MRONJ and 10 healthy controls, for a total sample size of 32, which is well below the required 100 patients.",Exclude,"The study fails key screening criteria by examining Zometa instead of Denosumab, involving cancer patients with metastases, and having a sample size below 100 patients. Multiple critical disqualifying factors, including the wrong medication and inappropriate population, render this study non-compliant with the specified screening requirements. The research does not meet the fundamental criteria for inclusion in the intended analysis.",0.1
Medication-related osteonecrosis of the jaw after once-a-year intravenous zoledronic acid infusion for osteoporosis: Report of eight cases.,"G. Favia, A. Tempesta, L. Limongelli, V. Crincoli, E. Maiorano",10.3290/j.qi.a35263,https://doi.org/10.3290/j.qi.a35263,Quintessence International,7,2016,yes,The study involves adult female patients with diagnosed osteoporosis.,yes,"The patients appear to be cancer-free, as they are specifically described as osteoporotic patients.",no,"The study examines zoledronic acid, not denosumab (Prolia), which is a critical mismatch with the inclusion criteria.",no,No control group is mentioned in the abstract.,yes,The study clearly reports MRONJ incidence with apparent diagnostic criteria (intraoral necrotic bone exposures).,maybe,"This appears to be a case series, which is not one of the accepted study designs (RCT, cohort, or case-control).",maybe,"While surgical removal of necrotic bone is mentioned, the abstract doesn't clearly specify the dental procedures that led to MRONJ or the follow-up period.",no,"The study only includes 8 patients, well below the required minimum of 100 patients.",Exclude,"The study fails key screening criteria due to examining zoledronic acid instead of denosumab, having an extremely small sample size of only 8 patients, and lacking a control group. Multiple methodological limitations, including an inappropriate study design and insufficient documentation of dental procedures, further disqualify the research from meeting the systematic review requirements.",0.1
Anatomical factors in medication-related osteonecrosis of the jaws,"J. A. Correia, A. Lóio, I. Furtado, A. Capelo, C. Caldas, N. Santos, F. Salvado",10.1080/07853890.2021.1897445,https://doi.org/10.1080/07853890.2021.1897445,Annals medicus,1,2021,maybe,"The mean age of the patients is 68.12 ± 11.02 years, indicating an adult population. However, the abstract does not explicitly state that all patients had diagnosed osteoporosis.",no,"The abstract does not specify whether patients with cancer or bone metastases were excluded, which is an important missing detail.",no,"The study does not specifically examine oral administered Denosumab (Prolia) for osteoporosis treatment, as it appears to be a broader study of MRONJ across multiple medications.",no,"The study does not include a control group of patients not taking anti-resorptive medications, which is a critical missing element.",no,"While the study reports MRONJ incidence and provides detailed anatomical information, it does not specifically focus on MRONJ following dental procedures. The study appears to look at MRONJ locations and characteristics more broadly.",yes,"The study design is a retrospective study, which meets the criterion of being a randomized controlled trial, prospective/retrospective cohort study, or case-control study.",no,"While the study mentions ""dentoalveolar surgery"" and ""dental prosthesis,"" it does not provide specific documentation of dental procedures or follow-up periods as required.",yes,"The study includes 147 patients, which meets the criterion of over 100 patients.",Include,"The study involves 147 patients with MRONJ, examining anatomical characteristics across multiple medications, but lacks specificity for Denosumab and osteoporosis treatment. Critical screening criteria remain unmet, including absence of a control group, unclear population characteristics, and insufficient documentation of dental procedures and follow-up periods. The research provides detailed anatomical insights but does not align comprehensively with the predefined screening requirements.",2.7
Medication-related osteonecrosis of the jaw: An institution’s experience,"M. Altay, A. Radu, S. Pack, N. Yıldırımyan, Andres Flores-Hidalgo, D. Baur, F. Quereshy",10.1080/08869634.2018.1528711,https://doi.org/10.1080/08869634.2018.1528711,Cranio : the journal of craniomandibular practice,6,2018,maybe,"The study includes adults (age range 40-90 years), but it's not explicitly stated that all patients had diagnosed osteoporosis.",maybe,"The abstract doesn't specify whether patients had cancer or bone metastases, creating uncertainty about this criterion.",no,"The abstract does not specify that the study examined oral administered Denosumab (Prolia) for osteoporosis treatment. It only mentions ""medication-related osteonecrosis of the jaw (MRONJ)"" without specifying the medication type, which creates uncertainty about whether this criterion is met.",no,No control group is mentioned in the abstract. The study focuses only on patients with MRONJ.,no,"While MRONJ is discussed, the study focuses on surgical treatment outcomes rather than incidence following dental procedures. The diagnostic criteria are not clearly specified.",no,"The study appears to be a retrospective case series, which does not meet the required study designs of randomized controlled trial, prospective/retrospective cohort study, or case-control study.",no,"While surgical procedures are documented, the abstract doesn't specify the dental procedures that led to MRONJ or the follow-up period.",no,"The study includes only 21 patients, which falls well below the required minimum of 100 patients. This is a clear failure of this criterion.",Exclude,"The study fails to meet multiple critical screening criteria, including insufficient sample size (21 patients vs. required 100), lack of a control group, and unclear medication type. Significant methodological limitations and missing population details prevent the study from satisfying the predefined screening requirements for inclusion.",1.4
Denosumab Related Osteonecrosis of Jaw: a Case Report,"Marco Vinícius de Sales Lima, Jaqueline Rizzato, Daniella Varzea Gracindo Marques, D. Kitakawa, Felipe da Silva Peralta, Alexandre Prado Scherma, L. F. C. S. Carvalho",10.5037/jomr.2018.9405,https://doi.org/10.5037/jomr.2018.9405,eJournal of Oral Maxillofacial Research,11,2018,yes,"The patient is described as postmenopausal, indicating an adult population with diagnosed osteoporosis.",maybe,"The abstract doesn't explicitly state whether the patient had cancer or bone metastases, though it mentions ""medications for osteoporosis or cancer"" in general terms.",yes,"The study examines Denosumab (Prolia) for osteoporosis treatment, though it's a case report involving a single patient who also took bisphosphonates.",no,"As a case report, there is no control group.",yes,"The study does report MRONJ incidence with some diagnostic criteria (exposed and necrotic bone, bone destruction adjacent to dental implant).",no,"This is a case report, which does not fall into any of the accepted study designs (RCT, cohort, or case-control).",yes,The study documents a specific dental procedure (dental implant) with a follow-up period of one year.,no,"The study is a case report of a single patient, which fails to meet the minimum requirement of 100 patients.",Exclude,"A single-patient case report examining Denosumab and MRONJ fails to meet critical screening criteria, particularly the required sample size of over 100 patients and the need for a controlled study design. Despite documenting a dental procedure and involving an adult osteoporosis patient, the fundamental methodological limitations disqualify the study from meeting the established screening requirements.",1.4
MEDICATION-RELATED OSTEONECROSIS OF THE JAWS DUE TO ADJUVANT OR HIGH DOSE ANTIRESORPTIVE TREATMENT,"S. Andersen, T. Kofod",10.1016/j.ijom.2023.10.135,https://doi.org/10.1016/j.ijom.2023.10.135,International Journal of Oral & Maxillofacial Surgery,0,2024,maybe,"The abstract does not specify the age range of the patients or confirm that they all have diagnosed osteoporosis, so it is unclear if the study meets the adult population criterion.",no,"The abstract mentions ""adjuvant AR (ADAR) or high-dose AR (HDAR)"", which suggests that some patients may have cancer, violating the population type criterion.",no,"The abstract mentions ""antiresorptive treatment (AR)"" but does not specifically mention Denosumab/Prolia. This suggests the study examines a broader range of antiresorptive treatments, which is a significant deviation from the criteria.",no,"The abstract does not mention any control group, indicating that the study focuses only on patients with MRONJ and does not include a control group of patients not taking anti-resorptive medications.",maybe,"While MRONJ is the focus of the study, the abstract does not specify the diagnostic criteria or clearly indicate if it is following dental procedures, so it is unclear if the study meets the outcome reporting criterion.",yes,"The study appears to be a cohort study, which meets the criterion for study design.",maybe,"While the study is from an oral surgery department, the abstract does not specify which dental procedures were documented or mention the follow-up periods, so it is unclear if the study meets the intervention documentation criterion.",maybe,"The abstract does not specify the number of patients included in the study, so it is unclear if the subject size meets the requirement of over 100 patients.",Include,"The abstract describes a cohort study on medication-related osteonecrosis of the jaws, but fails to meet several critical screening criteria including specific medication type, patient population characteristics, and control group requirements. Significant deviations from the predefined criteria, particularly regarding medication specificity and potential inclusion of cancer patients, suggest the study would not qualify for inclusion in the review.",2.5
Recurrence - Related Factors of Medication Related Osteonecrosis of the Jaw (MRONJ) ; a Retrospective study,"Kyoungseok Choi, Chulyoung Park, Ji Hyun Kim, Hye Jin Kim, J. Ryu, M. Kook, Hong-Ju Park, H. Oh, Seunggon Jung",10.22974/jkda.2023.61.12.002,https://doi.org/10.22974/jkda.2023.61.12.002,The Journal of The Korean Dental Association,0,2023,no,"The abstract does not provide any information about the age of the study population, so it is uncertain whether the study exclusively involves adult patients (≥18 years) with diagnosed osteoporosis.",no,"The abstract does not mention the cancer or bone metastases status of the study population, so it is uncertain whether the study population is free from these conditions.",no,"The abstract does not specify that the study examines oral administered Denosumab (Prolia) for osteoporosis treatment. It only mentions ""related medications"" generally, without providing details on the specific medication used.",no,"The abstract does not mention a control group of patients not taking anti-resorptive medications, so it fails to meet this criterion.",maybe,"The abstract reports on MRONJ recurrence and mentions diagnostic criteria (alveolar bone necrosis), which partially meets the criterion of reporting MRONJ incidence with clear diagnostic criteria following dental procedures.",maybe,"The abstract indicates that the study appears to be a retrospective analysis of surgical outcomes, which likely meets the criterion of being a retrospective cohort study.",maybe,"The abstract mentions surgical treatment and tooth extraction, and includes follow-up for recurrence, which partially meets the criterion of documenting specific dental procedures with a specified follow-up period.",no,"The abstract does not provide any information about the subject size of the study, so it is uncertain whether the study meets the criterion of having over 100 patients.",Include,"The abstract lacks critical details about Denosumab use, patient demographics, and a control group, which prevents comprehensive assessment against the screening criteria. While the study addresses MRONJ surgical interventions, significant information gaps exist regarding medication type, population characteristics, and study design specifics. Multiple screening criteria remain unmet or uncertain due to limited information provided in the abstract.",2.7
An Update on Medication Related Osteonecrosis of the Jaw: 18 years of Experience,"Vickas Agarwal, T. Schlieve",-,-,-,1,2021,maybe,The abstract does not specify the age groups of the patients.,maybe,The abstract does not mention the cancer or bone metastases status of the study population.,no,"The abstract does not specifically mention Denosumab (Prolia) for osteoporosis treatment, and instead discusses bisphosphonates (Pamidronate, Zoledronate, Alendronate, Risedronate).",no,The abstract does not mention a control group of patients not taking anti-resorptive medications.,maybe,"While MRONJ is discussed, the abstract does not indicate reporting of specific incidence rates, and only mentions diagnostic criteria from AAOMS.",no,"The abstract appears to be a review or commentary on MRONJ rather than a primary research study, and no clear study design is mentioned.",no,The abstract does not mention specific dental procedures or follow-up periods.,no,"The abstract mentions ""99 cases"" which is below the required 100 patients.",Exclude,"The abstract fails to meet multiple critical screening criteria, including medication type, subject size, and study design. Specifically, it does not examine Denosumab, lacks a sufficient patient sample, and appears to be a review rather than a primary research study. The text provides historical context about MRONJ but does not align with the specified research parameters.",0.1
Clinical significance of drug cessation on medication-related osteonecrosis of the jaw in patients with osteoporosis,"K. R. Mustakim, M. Eo, J. Lee, M. Seo, S. Kim",10.5125/jkaoms.2023.49.2.75,https://doi.org/10.5125/jkaoms.2023.49.2.75,Journal of the Korean Association of Oral and Maxillofacial Surgeons,4,2023,maybe,"While not explicitly stated, the context suggests these are adult osteoporosis patients, though age range isn't specified.",maybe,The abstract doesn't specify whether patients with cancer or bone metastases were excluded.,no,"The study examines bisphosphonates (BPs), not Denosumab (Prolia), which is a critical mismatch with the inclusion criteria.",maybe,"The study compares BP suspension vs. non-suspension groups, but doesn't include a true control group of patients not taking anti-resorptive medications.",yes,"The study clearly reports MRONJ incidence and appears to have clear diagnostic criteria, though the specific criteria aren't detailed in the abstract.",maybe,"While not explicitly stated, this appears to be a retrospective cohort study comparing two groups (BP suspension vs. non-suspension), which would meet the design criteria.",yes,The study documents surgical interventions and includes follow-up periods (mentions one-year follow-up).,no,"The study only includes 24 patients, which is well below the required minimum of 100 patients.",Exclude,"The study fails key screening criteria by examining bisphosphonates instead of Denosumab and including only 24 patients, which falls significantly short of the required 100-patient minimum. Critical methodological limitations include the wrong medication type, insufficient sample size, and unclear exclusion of patients with cancer or bone metastases, rendering the study non-compliant with the specified screening requirements.",1.4
"Difficult management of severe Medication-Related Osteonecrosis of the Jaws in a denosumab treated osteoporotic patient, a case report.","Silvia Arrigoni, V. Martini, R. Bonacina",10.32388/R75CTY,https://doi.org/10.32388/R75CTY,Qeios,0,2021,maybe,"The abstract doesn't explicitly state the patient's age, though osteoporosis typically affects adults.",maybe,The abstract doesn't mention cancer or bone metastases status.,yes,"The study examines oral administered Denosumab (Prolia) for osteoporosis treatment, as explicitly mentioned in the abstract.",no,"As a case report, there is no control group mentioned.",yes,The abstract reports MRONJ incidence with clear staging (Stage II and III) following dental procedures (implant placement).,no,"The study design is a case report, which does not fall into any of the accepted study designs (RCT, cohort, or case-control).",yes,"The study documents specific dental procedures (implant placement) with a specified follow-up period (3 months after implant placement, 6 months after last denosumab injection).",no,"The study is a single case report with only 1 patient, which fails to meet the minimum requirement of 100 patients.",Exclude,"A single-patient case report examining denosumab and MRONJ fails to meet critical screening criteria, particularly the required subject size of over 100 patients and the specified study design requirements. Despite documenting a dental procedure and MRONJ outcome, the fundamental methodological limitations prevent the study from qualifying under the established screening parameters.",1.4
IJOMS Vol 18-4_11.indd,"SO Okada, Naohisa Hirahara",-,-,-,0,2020,no,The abstract doesn't specify the age range of the population studied.,maybe,"The abstract mentions excluding ""obvious metastatic disease to the jaws"" in its diagnostic criteria, which partially aligns with this criterion.",no,"The abstract discusses bisphosphonates and mentions ""antiresorptive medications"" broadly, but does not specifically mention Denosumab (Prolia). This is a significant mismatch with the inclusion criteria.",no,No information is provided about control groups or study methodology.,maybe,"The abstract does discuss MRONJ and provides diagnostic criteria (exposed bone, persistence >8 weeks, no radiation therapy), which aligns with this criterion. However, it doesn't specifically report incidence following dental procedures.",no,The abstract appears to be more of a review or commentary rather than presenting original research. It references multiple studies but doesn't describe its own study design.,no,"While the abstract mentions the mandible being frequently affected, it doesn't document specific dental procedures or follow-up periods.",no,The abstract does not mention the number of subjects in the study. This is a critical missing piece of information.,Exclude,"The abstract fails to meet multiple critical screening criteria, particularly regarding medication type, study design, and specific population characteristics. Significant methodological gaps exist, including lack of clarity on subject size, control group, and intervention documentation. The text appears more like a review of MRONJ literature rather than a focused research study meeting the specified inclusion requirements.",1.4
What Affects Healing Rates in Patients Treated for Medication-Related Osteonecrosis of the Jaw? The Role of Operative Therapy and Other Clinical Factors.,"M. Fujimori, Y. Toriyabe, Noriyuki Sakakibara, Masanori Nojima, Shujiroh Makino",10.1016/j.joms.2024.06.176,https://doi.org/10.1016/j.joms.2024.06.176,Journal of oral and maxillofacial surgery,1,2024,no,The abstract does not provide any information about the age of the patients or whether they have a diagnosed osteoporosis.,no,The abstract does not mention whether the study population is free from cancer and bone metastases.,no,"The abstract does not specify that the study examines oral administered Denosumab (Prolia) for osteoporosis treatment. It only mentions ""medication-related osteonecrosis of the jaw"" without providing details on the specific medication.",no,The abstract does not mention whether the study includes a control group of patients not taking anti-resorptive medications.,no,"While the abstract mentions MRONJ, it focuses on healing rates and operative therapy rather than incidence following dental procedures. The diagnostic criteria are not mentioned.",no,The abstract does not specify the study design methodology.,no,"The abstract mentions operative therapy, but does not provide details on specific dental procedures or the follow-up period.",no,The abstract provides no information about the sample size of the study.,Exclude,"The abstract lacks critical details required by the screening criteria, with no specification of Denosumab, patient population, study design, or intervention specifics. Insufficient information prevents confirmation of key requirements such as subject size, control group, and outcome reporting. The text appears more focused on MRONJ treatment than meeting the systematic review's precise screening parameters.",1.4
CURATIVE RATES OF MEDICATION-RELATED OSTEONECROSIS OF THE JAW FOLLOWING APPLICATION OF THE SICMF-SIPMO SURGICAL TREATMENT ALGORITHM,"G. Bettini, G. Saia, E. Perra, L. Tognin, Piero Franco, G. Bedogni, A. Bedogni",10.32388/LVB61W,https://doi.org/10.32388/LVB61W,Qeios,3,2021,maybe,"While the study likely involves adults, the abstract doesn't explicitly state the age range of participants or confirm that all patients had diagnosed osteoporosis.",no,"The study explicitly includes cancer patients, which violates this criterion. The abstract specifically mentions that ""cancer patients more likely to develop recurrences.""",no,"The abstract does not specifically mention Denosumab (Prolia) as the medication type examined. It discusses MRONJ in general and mentions both cancer and osteoporosis patients, but does not specify the anti-resorptive medication used.",no,The abstract does not mention a control group of patients not taking anti-resorptive medications. The study focuses on comparing different surgical treatments rather than comparing to a control group.,no,"While the study reports MRONJ outcomes, it focuses on treatment success rates rather than incidence following dental procedures. The diagnostic criteria are mentioned (SICMF-SIPMO clinico-radiological criteria), but the context is different from what's required.",yes,"The study is described as a ""10-years longitudinal cohort study,"" which meets the criterion for acceptable study designs.",no,"While the study documents surgical interventions for MRONJ, it doesn't focus on the initial dental procedures that led to MRONJ. The follow-up period is specified (12 months), but not in the context required by the criteria.",no,"The study includes 70 patients who reached 12-month follow-up, which is below the required 100 patients.",Exclude,"The study fails to meet multiple screening criteria, including insufficient patient size, lack of a control group, and inclusion of cancer patients. While the research provides valuable insights into MRONJ treatment, it does not align with the specific requirements for medication type, population characteristics, and intervention documentation. The longitudinal cohort design and outcome reporting are methodologically sound, but do not satisfy the predefined screening parameters.",1.4
